species	genus	family	order	class	phylum	superkingdom	LIB-B-pool1_barcode52	LIB-B-pool1_barcode78	LIB-B-pool1_barcode39	LIB-B-pool1_barcode71	LIB-B-pool1_barcode61	LIB-B-pool1_barcode51	LIB-B-pool1_barcode77	LIB-B-pool1_barcode49	LIB-B-pool1_barcode63	LIB-B-pool1_barcode92	LIB-B-pool1_barcode34	LIB-B-pool2_barcode14	LIB-B-pool1_barcode02	LIB-B-pool1_barcode83	LIB-B-pool1_barcode26	LIB-B-pool1_barcode23	LIB-B-pool2_barcode18	LIB-B-pool2_barcode12	LIB-B-pool1_barcode91	LIB-B-pool2_barcode05	LIB-B-pool1_barcode60	LIB-B-pool1_barcode50	LIB-B-pool1_barcode28	LIB-B-pool1_barcode73	LIB-B-pool1_barcode25	LIB-B-pool2_barcode13	LIB-B-pool2_barcode19	LIB-B-pool1_barcode90	LIB-B-pool1_barcode62	LIB-B-pool2_barcode10	LIB-B-pool1_barcode10	LIB-B-pool2_barcode09	LIB-B-pool2_barcode08	LIB-B-pool2_barcode25	LIB-B-pool2_barcode22	LIB-B-pool1_barcode46	LIB-B-pool1_barcode59	LIB-B-pool1_barcode37	LIB-B-pool2_barcode07	LIB-B-pool1_barcode33	LIB-B-pool2_barcode27	LIB-B-pool2_barcode04	LIB-B-pool1_barcode08	LIB-B-pool1_barcode70	LIB-B-pool1_barcode24	LIB-B-pool2_barcode06	LIB-B-pool2_barcode02	LIB-B-pool1_barcode66	LIB-B-pool1_barcode06	LIB-B-pool1_barcode09	LIB-B-pool1_barcode74	LIB-B-pool1_barcode89	LIB-B-pool1_barcode81	LIB-B-pool1_barcode38	LIB-B-pool1_barcode65	LIB-B-pool1_barcode17	LIB-B-pool1_barcode18	LIB-B-pool1_barcode13	LIB-B-pool1_barcode88	LIB-B-pool1_barcode20	LIB-B-pool1_barcode45	LIB-B-pool2_barcode15	LIB-B-pool1_barcode21	LIB-B-pool1_barcode75	LIB-B-pool1_barcode40	LIB-B-pool1_barcode55	LIB-B-pool1_barcode30	LIB-B-pool1_barcode03	LIB-B-pool1_barcode82	LIB-B-pool1_barcode67	LIB-B-pool1_barcode22	LIB-B-pool1_barcode53	LIB-B-pool1_barcode54	LIB-B-pool1_barcode11	LIB-B-pool1_barcode86	LIB-B-pool1_barcode32	LIB-B-pool1_barcode42	LIB-B-pool1_barcode14	LIB-B-pool1_barcode64	LIB-B-pool1_barcode12	LIB-B-pool1_barcode35	LIB-B-pool2_barcode23	LIB-B-pool2_barcode24	LIB-B-pool2_barcode01	LIB-B-pool1_barcode44	LIB-B-pool1_barcode31	LIB-B-pool1_barcode36	LIB-B-pool1_barcode04	LIB-B-pool1_barcode58	LIB-B-pool1_barcode05	LIB-B-pool1_barcode27	LIB-B-pool1_barcode07	LIB-B-pool1_barcode47	LIB-B-pool2_barcode16	LIB-B-pool1_barcode01	LIB-B-pool2_barcode11	LIB-B-pool1_barcode56	LIB-B-pool1_barcode87	LIB-B-pool1_barcode85	LIB-B-pool1_barcode57	LIB-B-pool1_barcode69	LIB-B-pool1_barcode84	LIB-B-pool1_barcode80	LIB-B-pool1_barcode68	LIB-B-pool1_barcode76	LIB-B-pool1_barcode79	LIB-B-pool2_barcode20	LIB-B-pool1_barcode15	LIB-B-pool1_barcode43	LIB-B-pool1_barcode19	LIB-B-pool1_barcode48	LIB-B-pool1_barcode29	LIB-B-pool2_barcode03	LIB-B-pool2_barcode21	LIB-B-pool1_barcode41	LIB-B-pool2_barcode17	LIB-B-pool1_barcode72
Corynebacterium sp. 3477CO2	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																	0.0055871212903622																																																																																																				
Corynebacterium sp. 3LF25TD	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria									0.0808080808080808				0.0750182083029861																0.0395408163265306			0.0051730508683335			0.0803765387400434			0.0007290502260135		0.0022890562153616							0.0097965050652626														0.0003608481618604											0.0056646525679758											0.013127604601643				0.018869902996584				0.0253852534915171							0.0039411455596426				0.0069876141669945		0.0094088882922494					0.037109375						0.0346260388443146		0.0348837209302325
Corynebacterium sp. 47081	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																								0.0222809667673716			0.0184948669366549	0.0122017819300674																																									
Corynebacterium sp. 59614	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																										0.0488828734427819																																			0.0004881079162229																								
Corynebacterium sp. 96447	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																					0.0333787487003318				0.0409092467393535																			0.0263852242744063																				0.0026266202249757		0.0016239544402918										0.0320861385248704			0.0078843626806833					0.0200088928412627																																	
Corynebacterium sp. CK01	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria				0.0022906592008144																					0.0198348686744656																																																												0.0296659658958187																				0.0057610419971612												
Corynebacterium sp. HNR06	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																												0.0130464205058826																																									
Corynebacterium sp. IrT-R5M2-141	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																		0.0115224152399299																																																																														0.0033257032646734																					
Corynebacterium sp. MC3	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria															0.0119097367321353																																																																																																						
Corynebacterium sp. S18-03	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																																					0.11875																
Corynebacterium sp. SK20	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																																0.0046433569779968																					
Corynebacterium sp. SSL06	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																												0.0130464205058826																																									
Corynebacterium sp. SSR08	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																												0.0130464205058826																																									
Corynebacterium sp. TPL04	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																												0.0130464205058826																																									
Corynebacterium sp. WW3	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																					0.021256715720626																																
Corynebacterium sp. canine oral taxon 424	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																															0.0066273932253313																																																																						
Corynebacterium suicordis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																				0.0224683036430749																																																																																	
Corynebacterium sundsvallense	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																									0.0865603644646924																																																																																												
Corynebacterium tuberculostearicum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria			0.0037624294544477	0.0049630949350979		0.0158833993994737											0.1935237064344826	0.0051538707203155	0.0319209039548022		0.1900544959128065															0.036751725244744		0.0055161448598235									0.0319543249817169					0.0125621007806955		0.0016702457647339										0.0158739222292011			0.0247524752475247					0.039274924471299			0.0069147244853657	0.0572625698324022	0.0031963263887485		0.0105124835742444	0.0047075517700637			0.0095811732153669						0.0267072396070596				0.0008209087681931			0.0409783197840369								0.0446774120179357		0.1066666666666666									0.0219187774318691		
Corynebacterium tuscaniense	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																																0.0082449941107184																					
Corynebacterium urealyticum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																	0.0834185275143504	0.0014992503748125								0.0020156824524874																																																																																											
Corynebacterium ureicelerivorans	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																												0.0071667633779937				0.0097259848114757																										0.1422222222222222											
Corynebacterium vitaeruminis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																											0.0927152317880794																										
Cucumis sativus	Cucumis	Cucurbitaceae	Cucurbitales	Magnoliopsida	Streptophyta	Eukaryota								0.1488762812011035																														0.0021719103103321																																							0.0630341773917938																																								
Curtobacterium flaccumfaciens	Curtobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																										0.0019114534347011												0.001839610985462																																																																															
Curtobacterium sp. D-17	Curtobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																						0.0001810088470375																																																																															
Curtobacterium sp. SAP758.3	Curtobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																										0.0008794914995122												0.0055666858467166																																																																															
Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	0.0446627255191327	0.0512070226773957		0.0021634003563247		0.0861429544509445	0.1560615704991996	0.0751019764413077	0.1155110917056939		0.0078165711307972	0.0776381326097834	0.0225782957028404	0.0194746376811594	0.0453405766819891		0.0158476087356795	0.0798652684154408	0.101412429378531		0.0608712240313996	0.0781601702257478	0.0278011794439764		0.0987091875474563	0.0025009278418236	0.1331365771640011		0.0380079128892498	0.1558715635463323		0.0222516425717422	0.0101522842639593		0.1509934458348457		0.0012038695973568	0.0570050136978586	0.0018026468025529	0.0184109119823842		0.0518181818181818		0.1055408970976253		0.0539695117439846	0.0054399394106047	0.0050641609515839		0.0459995200579322	0.2120039155480275	0.0293417362359614		0.0756126165685401	0.0110671936758893			0.0135237844858922			0.0053142276886129	0.0302427766877396		0.0219836692742534	0.0151274632865142	0.0029698344901227	0.0389136843992009	0.1186874587068478	0.0242469963375193			0.1440709969788519			0.0260403991238744		0.1201005400061917	0.0192049633153831	0.0354796320630749			0.4033395680705631	0.0262459949487059	0.0191196087149844	0.0567943522871872	0.0602044245205232	0.1187909747933301	0.1265816797798352	0.0712587916839215		0.0464098892793708		0.0027067802626908	0.1159843242455524		0.022934097148272	0.1516491956507618	0.0415133998949027	0.110069766041944	0.0495123780945236	0.06875	0.0247118202997028	0.0127447932856698	0.0179520058618794	0.0453229722370092	0.0070529932959849	0.0811236661739078	0.1302121453732306	0.0578462479735551	0.0405405405405405	0.3181818181818182	0.038647342995169	0.0660100911682926	0.0526031425187137	0.0352768250857422		0.0799242950662321
Cutibacterium granulosum	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria						0.0435565594829954																					0.0566514165439228																																																																							0.0057803468208092										0.0023686760425865									
Cutibacterium namnetense	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																								0.0358999752413963													0.0003287446063567	0.003302581796763									0.0036815915167305				0.0520722618264387																																														0.057677614750549																				
Daeguia caeni	Daeguia	Brucellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																		0.0274888558692422																																																																			
Dechloromonas sp. CL	Dechloromonas	Azonexaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria																																																				0.0223002419700482																																																																	
Deinococcus apachensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																																																		0.0084077771939043																			
Deinococcus sp. MDT1-38	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																																			0.0009624428445834																																		
Deinococcus sp. MN4-8	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																				0.0041726849622853												0.0010890508502973																																													0.0003771742988995																0.0234375								
Deinococcus wulumuqiensis	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria																																																																																			0.2555533321897092																																		
Dermabacter hominis	Dermabacter	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																					0.0279291553133514																																																																																													0.005996347928435			
Dermabacter sp.	Dermabacter	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																																																																		0.0121296298959696			
Dermacoccus barathri	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	0.0110520738140937					0.0223180903585368			0.0482338286934612	0.0692362934808063								0.0471789321066012								0.0003337277421337						0.0092375584653644			0.0231715979513971							0.0354545775263727				0.0163009404388714																0.0141869198082352			0.029649345872749						0.0067814961026525										0.0864725416872366	0.021339837693252			0.0629019835241023														0.0344553820461136																		
Dermacoccus nishinomiyaensis	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	0.1997320503236823	0.0138990490124359		0.0047085772468054	0.033068229384579	0.0371403078339751	0.0453563714906061	0.0832183908045977			0.0317873893334011	0.0568793345190086			0.0058503969912244		0.0068928950159066	0.0046632682001301		0.0617283950617283	0.0449591282873921		0.0387531592249368			0.0015062574347103			0.1039542097152103	0.0224684518313327		0.0070768296416767		0.026115625090954	0.0514258772598158	0.2415363125954147	0.0018286418665152		0.0009201169856962	0.0910147410148068		0.0717468735246997		0.1292876017838252				0.0024294211275864						0.0269625387631321	0.0521739130434782						0.0016094122870668	0.0183267661512004			0.0111743504630514	0.0043490834668077	0.1584158415841749					0.1665407857943858			0.0053541007544414		0.1378205128204986	0.0083999933840304	0.09855453341936			0.0249971091220677	0.0391934951046962		0.0541134097979916	0.1005477282737786	0.1249632462594516		0.1407166125507542		0.0827814571362865		0.0184371670978787			0.0114610132084732	0.1829640874585318			0.0997749437359339				0.1817176678879056	0.0124405109849959				0.16015625			0.0289855072463768			0.1234688883027709	0.0468413123549519	0.102055552742519
Dermacoccus sp. 100S2a	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																																		0.0017319395378259																																		0.0045806204226517	
Dermacoccus sp. 103	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	0.0652828231788982		0.0017468422467078	0.0524306439290662	0.0454164922562748	0.0330882226031823	0.0293119407586996			0.0665360642427709	0.0026055236421069								0.151412429378531		0.021117165990537	0.0137132680320569	0.0614995787700084			0.0038748068313072			0.176020280080708							0.2282117214280165	0.0015615368883645	0.0166105238703682		0.11174995406994				0.2110817913560164				0.006199212532462		0.0870728083209509		0.027726519990537		0.0870913863144149	0.0134387351778656				0.0003595637293417		0.0018036517009457	0.0036701724221324				0.0031922940024928	0.1419141914191254		0.0769230769230769		0.0485180430678543	0.0587235646587864				0.1180167597765363	0.0534188034188176	0.0128788271314711	0.1603153745964086		0.0243628935335415	0.0036601539055576				0.0136932732911666	0.0964422227202602		0.188273615462275		0.0325607062191218		0.009340610679899				0.1600458437866935	0.0097214923804519	0.0282405427187766	0.0577644411102775	0.125			0.1914275968125889	0.0197879268541958				0.154296875						0.0338069568711633		
Dermacoccus sp. 76H2a	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	0.002956928349935																																	0.0004811206093187					0.0001345727663556																							0.0027840174409109																				0.0039682499452792	0.0029952206957707		0.0071558626322071											0.0036266182750881																					0.0127783093813339
Dermacoccus sp. B0655	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																																		0.001734461426605																																		0.0029444294585204	0.0059990098986348
Dermacoccus sp. D2.1	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	0.0023205866865713											0.0039271789766945																				0.0013679151339899		0.0006088875714012																												0.003819042784913			0.0021424953468981																		0.0012576858367678		0.0102250796754921																															0.0035723701994953	0.0055088782148562
Dermacoccus sp. DAT820	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	0.0056693807582232					0.003826784174084						0.021619614031513						0.0044721108784475														0.002635358692242		0.0030941217362521	0.0340194690320889				0.0008073852567107			0.0209803671307456																				0.0213574799163727																				0.0559015817027454	0.0157597578904515		0.0331540952607272											0.0167144886577813																				0.0296188712510164	0.067456699375059
Dermacoccus sp. DWV20	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																																																	0.0033166499566103																																																				
Dermacoccus sp. Ellin185	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																																0.0094891316619243																																																																																					
Dermacoccus sp. MT1.4	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria									0.0325742521146195																																																								0.0022413271715798																																																				
Dermacoccus sp. SST-20	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria																		0.0021564534325121																																												0.0031767795963763			0.0010335216675663																0.0088226844373414				0.0090438227885264																																0.0155038759689922
Desulfotomaculum nigrificans	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																															0.0201276386843397																																																																						
Devosia sp. ADB-34	Devosia	Devosiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																										0.0004370236572192																																																																																											
Dialister pneumosintes	Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria																																																																																																												0.0012048192771084									
Diaphorobacter sp. GS-1	Diaphorobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																																																0.0088284786371494					
Diaphorobacter sp. NA5	Diaphorobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																																																0.0088284786371494					
Diaphorobacter sp. PD-7	Diaphorobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																																																0.0088284786371494					
Diaphorobacter sp. S2	Diaphorobacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria																																																																																																																0.0526819284499878					
Dietzia sp. MJMG8.2	Dietzia	Dietziaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																						0.0146616589873646																																																																															
Eggerthella lenta	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria																																																											0.0005896951228966																																																										
Eggerthella sp. YY7918	Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria																																								0.0067404621981777								0.0020740969975052																																																																					
Empedobacter falsenii	Empedobacter	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																																																																					0.0051389862181733																																
Enhydrobacter aerosaccus	Enhydrobacter		Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	0.0103097495600202		0.0060456256772554	0.0073436842776019	0.0041793094422615			0.0101064961170747					0.0901957936338021	0.0226449275362318				0.0052369316489298		0.0224668869720905		0.0027218898077273	0.0391403987085594	0.0269595439341821	0.0129081245254365	0.0014163637385907	0.0096535088662901	0.0056884970046579	0.0182038824004935			0.0085613855892621		0.0199945561905687	0.0109135361580147	0.0031979634088657			0.0088153923828517	0.0016809137681697						0.0084839800159856	0.0028634271371637				0.0392874716636899		0.0338673245200707	0.0036046340446647				0.0250936689250294			0.0053617413555771	0.0085675125505159			0.0060720205180321	0.000182516329988		0.0219653867000137								0.0205550245546971	0.0016884022682847		0.0735873850197109		0.0205661522288664	0.065111982959002	0.0118802287985233	0.0115758845854608		0.013668492126693	0.0295560825173539		0.0408367798579852		0.047309943412047		0.0010230288736636			0.0023085268370932	0.0090792929411355			0.0217554388597149		0.0123292279482154	0.01016797566221	0.0126586218507845	0.0123012902457938	0.0163225734254283	0.0226573612341746		0.0487892707379631					0.0031890565654034	0.0201760321609363		
Enhydrobacter sp. DV9-3	Enhydrobacter		Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																		0.0010344304536607					0.0016585426984513																			0.0011077727659035																											0.0026289327483587			0.0136986775917177																													
Enhydrobacter sp. KB3-12	Enhydrobacter		Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria												0.0345767213350648														0.0024217137308907								0.0091708816396857					0.0008886352931414																																																															0.0035843195919648			0.005349659470913												
Enhydrobacter sp. NMC13	Enhydrobacter		Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria																																																														0.0032296317560348																																																							
Enterobacter asburiae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0020470200212224																																																																														
Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																																							0.0010571797575729																																																																														
Enterobacter hormaechei	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria										0.0317275672524157																													0.0008639753995802																																																																														
Enterobacter sp. 2342	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria																																																																																																								0.0042132258655431													
Enterococcus cecorum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																		0.0085037477298433		0.0056170759107687																																																																																	
Enterococcus faecalis	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																0.0106789126566449					0.0061092001046453																													0.0104111051788528																											0.0324254875746434								0.175																
Enterococcus sp. F81	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria																																					0.0002396800938159																																																								0.0014536391559208																								
Epilithonimonas hominis	Epilithonimonas	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	0.0162162162162162																												0.0433673469387755																																																																																								
Exiguobacterium panipatensis	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																																														0.0033649812282792																																																							
Exiguobacterium profundum	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																																														0.0524903267080229																																																							
Exiguobacterium sp. 9IX/A01/159	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																																														0.0151490777650708																																																							
Exiguobacterium sp. AT1b	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																				0.0100594910188806																										0.0202303238844934																																																							
Exiguobacterium sp. E11_36	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																																														0.0015726649713757																																																							
Exiguobacterium sp. IT2	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																																														0.0017930154556334																																																							
Exiguobacterium sp. JC358	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																																														0.0057757157286246																																																							
Exiguobacterium sp. TL	Exiguobacterium		Bacillales	Bacilli	Firmicutes	Bacteria																																																														0.0026207456660817																																																							
Ezakiella coagulans	Ezakiella			Tissierellia	Firmicutes	Bacteria																																																																																							0.032049397236107																														
Facklamia hominis	Facklamia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria				0.0024179180453041																						0.0058476941478757																																																																						0.0011778563015312																					
Facklamia sp. 164-92	Facklamia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria															0.0058124488302318																																																																																																						
Faecalibaculum rodentium	Faecalibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria			0.0192060494605344				0.0626349892008639			0.0101432453567286	0.0109526765623103					0.4183803678172455		0.0762301293192873	0.2084745762711864													0.053623695236447				0.0245457106241308				0.0043672455144252							0.0085811861129239	0.2066380905329785				0.0566789222134662		0.3169615299682962		0.1226415094339622			0.4982947001600586							0.0007007474639615					0.1705069124423963				0.0035521454502983						0.0105580693815987			0.2215390321675012							0.0684326710816777						0.0073394727500862	0.0398785948144204	0.0673394484393181					0.0419490749221469	0.0096729199735565					0.1433341803555744							
Finegoldia magna	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																				0.0537387198197111																																		0.0144076384565853																																					0.0220750551876379														0.0009184269850546					0.1503378378378378							
Finegoldia sp. S393	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																																																								0.0057975995291823																													
Finegoldia sp. S5-A7	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																																																								0.017686483145331																													
Finegoldia sp. feline oral taxon 341	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria																																																																																							0.0202881505439576	0.1728629492889569																													
Flavobacteriaceae bacterium CV30Nov		Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria					0.0094181665969024																	0.0260017809439002																																																																																															
Flavobacteriaceae bacterium TSBY-39		Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																							0.0303285593934288																																																																																														
Flavobacterium branchiarum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																																																																																						0.0426638917793964															
Flavobacterium psychrophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																				0.0040995303789558													0.015228426395939																																																																																				
Flavobacterium resistens	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																						0.0046931310943645																																						0.0831005586592178																																									
Flavobacterium sp. 'Smarlab BioMol-2300973'	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																							0.0001822738081457																																																																														
Flavobacterium sp. 130704W2	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																							0.0001355487174365																																																																														
Flavobacterium sp. bE13(2011)	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria																																						0.000856616582338																																																																															
Friedmanniella sp. Ellin163	Friedmanniella	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																														0.0004587650737317																								0.0287894554283732															
Fusimonas intestini	Fusimonas	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria																																																											0.0001864404522512																																							0.0031529164477141																			
Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria																																																																																												0.0031446540880503																									
Gardnerella sp. S3PF20	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																																																																	0.0102490907087882				
Gardnerella vaginalis	Gardnerella	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																											0.0131418836699926																																						0.0481103079695017				
Gemella haemolysans	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria																														0.0296256390921794																																																																																							
Gemella parahaemolysans	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria																																																																																																0.0082449941107184																					
Gemella taiwanensis	Gemella		Bacillales	Bacilli	Firmicutes	Bacteria																														0.0042246786252314																																																																																							
Gordonia paraffinivorans	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																		0.0018130450258053																				0.0262128325508607																									0.0320417287630402	0.0338164251207729	0.0185331230283911				
Gordonia sp. 105	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																														0.000326808488522																																							
Gordonia sp. 72	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																														0.0012939370544276																																							
Gordonia sputi	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria																																																																		0.0017463071720946																																																			
